CA,AA,CB,AB,DOM,INT,PRED,ZA,ZB,TA,TB,AT
PNT+ANT+PT,El Martillo de Hierro,ANT+AT+PT,El Estratega Salvaje,=,=,@EQUIL El Martillo de Hierro y El Estratega Salvaje.,"@ZK_A, @ZK_B, @ZK_C","@ZK_B, @ZK_D, @ZK_C",El Martillo de Hierro @ZR_DEF y El Martillo de Hierro @ZB_ACT y El Martillo de Hierro @ZC_PREC,El Estratega Salvaje @ZB_ACT y El Estratega Salvaje @ZD_TEC y El Estratega Salvaje @ZC_PREC,
PNT+ANT+PT,El Martillo de Hierro,ANT+PNT+AT,,B,=,@EQUIL El Martillo de Hierro y nan.,"@ZK_A, @ZK_B, @ZK_C","@ZK_B, @ZK_A, @ZK_D",El Martillo de Hierro @ZR_DEF y El Martillo de Hierro @ZB_ACT y El Martillo de Hierro @ZC_PREC,nan @ZB_ACT y nan @ZR_DEF y nan @ZD_TEC,
PNT+ANT+PT,El Martillo de Hierro,ANT+PT+AT,El Incursor,B,=,@EQUIL El Martillo de Hierro y El Incursor.,"@ZK_A, @ZK_B, @ZK_C","@ZK_B, @ZK_C, @ZK_D",El Martillo de Hierro @ZR_DEF y El Martillo de Hierro @ZB_ACT y El Martillo de Hierro @ZC_PREC,El Incursor @ZB_ACT y El Incursor @ZC_PREC y El Incursor @ZD_TEC,
PNT+ANT+PT,El Martillo de Hierro,AT+ANT+PNT,El Inquebrantable,A,=,@EQUIL El Martillo de Hierro y El Inquebrantable.,"@ZK_A, @ZK_B, @ZK_C","@ZK_D, @ZK_B, @ZK_A",El Martillo de Hierro @ZR_DEF y El Martillo de Hierro @ZB_ACT y El Martillo de Hierro @ZC_PREC,El Inquebrantable @ZD_TEC y El Inquebrantable @ZB_ACT y El Inquebrantable @ZR_DEF,
PNT+ANT+PT,El Martillo de Hierro,AT+ANT+PT,El Arquitecto del Caos,A,=,@EQUIL El Martillo de Hierro y El Arquitecto del Caos.,"@ZK_A, @ZK_B, @ZK_C","@ZK_D, @ZK_B, @ZK_C",El Martillo de Hierro @ZR_DEF y El Martillo de Hierro @ZB_ACT y El Martillo de Hierro @ZC_PREC,El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,
PNT+ANT+PT,El Martillo de Hierro,AT+PNT+ANT,El León Técnico,A,=,@EQUIL El Martillo de Hierro y El León Técnico.,"@ZK_A, @ZK_B, @ZK_C","@ZK_D, @ZK_A, @ZK_B",El Martillo de Hierro @ZR_DEF y El Martillo de Hierro @ZB_ACT y El Martillo de Hierro @ZC_PREC,El León Técnico @ZD_TEC y El León Técnico @ZR_DEF y El León Técnico @ZB_ACT,
PNT+ANT+PT,El Martillo de Hierro,AT+PNT+PT,El Guerrero del Muro,A,VL,@VENT_LIG El Martillo de Hierro.,"@ZK_A, @ZK_B, @ZK_C","@ZK_D, @ZK_A, @ZK_C",El Martillo de Hierro @ZR_DEF y El Martillo de Hierro @ZB_ACT y El Martillo de Hierro @ZC_PREC,El Guerrero del Muro @ZD_TEC y El Guerrero del Muro @ZR_DEF y El Guerrero del Muro @ZC_PREC,
PNT+ANT+PT,El Martillo de Hierro,AT+PT+ANT,El Alquimista del Ritmo,A,VL,@VENT_LIG El Martillo de Hierro.,"@ZK_A, @ZK_B, @ZK_C","@ZK_D, @ZK_C, @ZK_B",El Martillo de Hierro @ZR_DEF y El Martillo de Hierro @ZB_ACT y El Martillo de Hierro @ZC_PREC,El Alquimista del Ritmo @ZD_TEC y El Alquimista del Ritmo @ZC_PREC y El Alquimista del Ritmo @ZB_ACT,
PNT+ANT+PT,El Martillo de Hierro,AT+PT+PNT,El Sabio de Hierro,A,VL,@VENT_LIG El Martillo de Hierro.,"@ZK_A, @ZK_B, @ZK_C","@ZK_D, @ZK_C, @ZK_A",El Martillo de Hierro @ZR_DEF y El Martillo de Hierro @ZB_ACT y El Martillo de Hierro @ZC_PREC,El Sabio de Hierro @ZD_TEC y El Sabio de Hierro @ZC_PREC y El Sabio de Hierro @ZR_DEF,
PNT+ANT+PT,El Martillo de Hierro,PNT+ANT+AT,El Fénix del Caos,A,=,@EQUIL El Martillo de Hierro y El Fénix del Caos.,"@ZK_A, @ZK_B, @ZK_C","@ZK_A, @ZK_B, @ZK_D",El Martillo de Hierro @ZR_DEF y El Martillo de Hierro @ZB_ACT y El Martillo de Hierro @ZC_PREC,El Fénix del Caos @ZR_DEF y El Fénix del Caos @ZB_ACT y El Fénix del Caos @ZD_TEC,
PNT+ANT+PT,El Martillo de Hierro,PNT+AT+ANT,El Legionario,A,=,@EQUIL El Martillo de Hierro y El Legionario.,"@ZK_A, @ZK_B, @ZK_C","@ZK_A, @ZK_D, @ZK_B",El Martillo de Hierro @ZR_DEF y El Martillo de Hierro @ZB_ACT y El Martillo de Hierro @ZC_PREC,El Legionario @ZR_DEF y El Legionario @ZD_TEC y El Legionario @ZB_ACT,
PNT+ANT+PT,El Martillo de Hierro,PNT+AT+PT,El Centinela de Acero,A,VL,@VENT_LIG El Martillo de Hierro.,"@ZK_A, @ZK_B, @ZK_C","@ZK_A, @ZK_D, @ZK_C",El Martillo de Hierro @ZR_DEF y El Martillo de Hierro @ZB_ACT y El Martillo de Hierro @ZC_PREC,El Centinela de Acero @ZR_DEF y El Centinela de Acero @ZD_TEC y El Centinela de Acero @ZC_PREC,
PNT+ANT+PT,El Martillo de Hierro,PNT+PT+AT,El Bastión del Ritmo,A,VL,@VENT_LIG El Martillo de Hierro.,"@ZK_A, @ZK_B, @ZK_C","@ZK_A, @ZK_C, @ZK_D",El Martillo de Hierro @ZR_DEF y El Martillo de Hierro @ZB_ACT y El Martillo de Hierro @ZC_PREC,El Bastión del Ritmo @ZR_DEF y El Bastión del Ritmo @ZC_PREC y El Bastión del Ritmo @ZD_TEC,
PNT+ANT+PT,El Martillo de Hierro,PT+ANT+AT,El Constructor del Combate,A,=,@EQUIL El Martillo de Hierro y El Constructor del Combate.,"@ZK_A, @ZK_B, @ZK_C","@ZK_C, @ZK_B, @ZK_D",El Martillo de Hierro @ZR_DEF y El Martillo de Hierro @ZB_ACT y El Martillo de Hierro @ZC_PREC,El Constructor del Combate @ZC_PREC y El Constructor del Combate @ZB_ACT y El Constructor del Combate @ZD_TEC,
PNT+ANT+PT,El Martillo de Hierro,PT+AT+ANT,El Estrangulador Táctico,A,VL,@VENT_LIG El Martillo de Hierro.,"@ZK_A, @ZK_B, @ZK_C","@ZK_C, @ZK_D, @ZK_B",El Martillo de Hierro @ZR_DEF y El Martillo de Hierro @ZB_ACT y El Martillo de Hierro @ZC_PREC,El Estrangulador Táctico @ZC_PREC y El Estrangulador Táctico @ZD_TEC y El Estrangulador Táctico @ZB_ACT,
PNT+ANT+PT,El Martillo de Hierro,PT+AT+PNT,El Táctico Blindado,A,VL,@VENT_LIG El Martillo de Hierro.,"@ZK_A, @ZK_B, @ZK_C","@ZK_C, @ZK_D, @ZK_A",El Martillo de Hierro @ZR_DEF y El Martillo de Hierro @ZB_ACT y El Martillo de Hierro @ZC_PREC,El Táctico Blindado @ZC_PREC y El Táctico Blindado @ZD_TEC y El Táctico Blindado @ZR_DEF,
PNT+ANT+PT,El Martillo de Hierro,PT+PNT+AT,El Monje de la Jaula,A,VL,@VENT_LIG El Martillo de Hierro.,"@ZK_A, @ZK_B, @ZK_C","@ZK_C, @ZK_A, @ZK_D",El Martillo de Hierro @ZR_DEF y El Martillo de Hierro @ZB_ACT y El Martillo de Hierro @ZC_PREC,El Monje de la Jaula @ZC_PREC y El Monje de la Jaula @ZR_DEF y El Monje de la Jaula @ZD_TEC,
PNT+ANT+PT,El Martillo de Hierro,ANT+PNT+PT,El Ciclón Imparable,B,=,@EQUIL El Martillo de Hierro y El Ciclón Imparable.,"@ZK_A, @ZK_B, @ZK_C","@ZK_B, @ZK_A, @ZK_C",El Martillo de Hierro @ZR_DEF y El Martillo de Hierro @ZB_ACT y El Martillo de Hierro @ZC_PREC,El Ciclón Imparable @ZB_ACT y El Ciclón Imparable @ZR_DEF y El Ciclón Imparable @ZC_PREC,
PNT+ANT+PT,El Martillo de Hierro,ANT+PT+PNT,El Gladiador Salvaje,B,=,@EQUIL El Martillo de Hierro y El Gladiador Salvaje.,"@ZK_A, @ZK_B, @ZK_C","@ZK_B, @ZK_C, @ZK_A",El Martillo de Hierro @ZR_DEF y El Martillo de Hierro @ZB_ACT y El Martillo de Hierro @ZC_PREC,El Gladiador Salvaje @ZB_ACT y El Gladiador Salvaje @ZC_PREC y El Gladiador Salvaje @ZR_DEF,
PNT+ANT+PT,El Martillo de Hierro,PNT+ANT+PT,El Martillo de Hierro,=,=,@EQUIL El Martillo de Hierro y El Martillo de Hierro.,"@ZK_A, @ZK_B, @ZK_C","@ZK_A, @ZK_B, @ZK_C",El Martillo de Hierro @ZR_DEF y El Martillo de Hierro @ZB_ACT y El Martillo de Hierro @ZC_PREC,El Martillo de Hierro @ZR_DEF y El Martillo de Hierro @ZB_ACT y El Martillo de Hierro @ZC_PREC,
PNT+ANT+PT,El Martillo de Hierro,PNT+PT+ANT,El Coloso Salvaje,A,=,@EQUIL El Martillo de Hierro y El Coloso Salvaje.,"@ZK_A, @ZK_B, @ZK_C","@ZK_A, @ZK_C, @ZK_B",El Martillo de Hierro @ZR_DEF y El Martillo de Hierro @ZB_ACT y El Martillo de Hierro @ZC_PREC,El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,
PNT+ANT+PT,El Martillo de Hierro,PT+ANT+PNT,El Bárbaro del Octágono,A,=,@EQUIL El Martillo de Hierro y El Bárbaro del Octágono.,"@ZK_A, @ZK_B, @ZK_C","@ZK_C, @ZK_B, @ZK_A",El Martillo de Hierro @ZR_DEF y El Martillo de Hierro @ZB_ACT y El Martillo de Hierro @ZC_PREC,El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,
PNT+ANT+PT,El Martillo de Hierro,PT+PNT+ANT,El Titán Silencioso,A,=,@EQUIL El Martillo de Hierro y El Titán Silencioso.,"@ZK_A, @ZK_B, @ZK_C","@ZK_C, @ZK_A, @ZK_B",El Martillo de Hierro @ZR_DEF y El Martillo de Hierro @ZB_ACT y El Martillo de Hierro @ZC_PREC,El Titán Silencioso @ZC_PREC y El Titán Silencioso @ZR_DEF y El Titán Silencioso @ZB_ACT,
PNT+PT+ANT,El Coloso Salvaje,ANT,El Depredador,B,VA,@VENT_LIG El Depredador.,"@ZK_A, @ZK_C, @ZK_B",@ZK_B,El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,El Depredador @ZB_ACT,Enfrentamiento entre arquetipo triple y simple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+PT+ANT,El Coloso Salvaje,AT,El Estratega,A,VL,@VENT_LIG El Coloso Salvaje.,"@ZK_A, @ZK_C, @ZK_B",@ZK_D,El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,El Estratega @ZD_TEC,Enfrentamiento entre arquetipo triple y simple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+PT+ANT,El Coloso Salvaje,PNT,El Escudo,A,=,@EQUIL El Coloso Salvaje y El Escudo.,"@ZK_A, @ZK_C, @ZK_B",@ZK_A,El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,El Escudo @ZR_DEF,Enfrentamiento entre arquetipo triple y simple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+PT+ANT,El Coloso Salvaje,PT,El Francotirador,A,VL,@VENT_LIG El Coloso Salvaje.,"@ZK_A, @ZK_C, @ZK_B",@ZK_C,El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,El Francotirador @ZC_PREC,Enfrentamiento entre arquetipo triple y simple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+PT+ANT,El Coloso Salvaje,ANT+AT,El Vendaval,B,=,@EQUIL El Coloso Salvaje y El Vendaval.,"@ZK_A, @ZK_C, @ZK_B","@ZK_B, @ZK_D",El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,El Vendaval @ZB_ACT y El Vendaval @ZD_TEC,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+PT+ANT,El Coloso Salvaje,AT+ANT,El Huracán,A,=,@EQUIL El Coloso Salvaje y El Huracán.,"@ZK_A, @ZK_C, @ZK_B","@ZK_D, @ZK_B",El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,El Huracán @ZD_TEC y El Huracán @ZB_ACT,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+PT+ANT,El Coloso Salvaje,AT+PNT,El Guardián,A,VL,@VENT_LIG El Coloso Salvaje.,"@ZK_A, @ZK_C, @ZK_B","@ZK_D, @ZK_A",El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,El Guardián @ZD_TEC y El Guardián @ZR_DEF,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+PT+ANT,El Coloso Salvaje,AT+PT,El Cirujano,A,VL,@VENT_LIG El Coloso Salvaje.,"@ZK_A, @ZK_C, @ZK_B","@ZK_D, @ZK_C",El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,El Cirujano @ZD_TEC y El Cirujano @ZC_PREC,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+PT+ANT,El Coloso Salvaje,PNT+AT,El Bastión Técnico,A,=,@EQUIL El Coloso Salvaje y El Bastión Técnico.,"@ZK_A, @ZK_C, @ZK_B","@ZK_A, @ZK_D",El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,El Bastión Técnico @ZR_DEF y El Bastión Técnico @ZD_TEC,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+PT+ANT,El Coloso Salvaje,PT+AT,El Maestro del Pulso,A,VL,@VENT_LIG El Coloso Salvaje.,"@ZK_A, @ZK_C, @ZK_B","@ZK_C, @ZK_D",El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+PT+ANT,El Coloso Salvaje,ANT+PNT,La Bestia,B,VL,@VENT_LIG La Bestia.,"@ZK_A, @ZK_C, @ZK_B","@ZK_B, @ZK_A",El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,La Bestia @ZB_ACT y La Bestia @ZR_DEF,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+PT+ANT,El Coloso Salvaje,ANT+PT,El Castigador,B,=,@EQUIL El Coloso Salvaje y El Castigador.,"@ZK_A, @ZK_C, @ZK_B","@ZK_B, @ZK_C",El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,El Castigador @ZB_ACT y El Castigador @ZC_PREC,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+PT+ANT,El Coloso Salvaje,PNT+ANT,El Feral,B,VL,@VENT_LIG El Feral.,"@ZK_A, @ZK_C, @ZK_B","@ZK_A, @ZK_B",El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,El Feral @ZR_DEF y El Feral @ZB_ACT,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+PT+ANT,El Coloso Salvaje,PT+ANT,El Demoledor Silencioso,B,=,@EQUIL El Coloso Salvaje y El Demoledor Silencioso.,"@ZK_A, @ZK_C, @ZK_B","@ZK_C, @ZK_B",El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,El Demoledor Silencioso @ZC_PREC y El Demoledor Silencioso @ZB_ACT,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+PT+ANT,El Coloso Salvaje,PNT+PT,El Ancla,A,=,@EQUIL El Coloso Salvaje y El Ancla.,"@ZK_A, @ZK_C, @ZK_B","@ZK_A, @ZK_C",El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,El Ancla @ZR_DEF y El Ancla @ZC_PREC,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+PT+ANT,El Coloso Salvaje,PT+PNT,La Muralla,A,VL,@VENT_LIG El Coloso Salvaje.,"@ZK_A, @ZK_C, @ZK_B","@ZK_C, @ZK_A",El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,La Muralla @ZC_PREC y La Muralla @ZR_DEF,Enfrentamiento entre arquetipo triple y dual. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+PT+ANT,El Coloso Salvaje,ANT+AT+PNT,El Coloso del Centro,B,=,@EQUIL El Coloso Salvaje y El Coloso del Centro.,"@ZK_A, @ZK_C, @ZK_B","@ZK_B, @ZK_D, @ZK_A",El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,El Coloso del Centro @ZB_ACT y El Coloso del Centro @ZD_TEC y El Coloso del Centro @ZR_DEF,
PNT+PT+ANT,El Coloso Salvaje,ANT+AT+PT,El Estratega Salvaje,B,=,@EQUIL El Coloso Salvaje y El Estratega Salvaje.,"@ZK_A, @ZK_C, @ZK_B","@ZK_B, @ZK_D, @ZK_C",El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,El Estratega Salvaje @ZB_ACT y El Estratega Salvaje @ZD_TEC y El Estratega Salvaje @ZC_PREC,
PNT+PT+ANT,El Coloso Salvaje,ANT+PNT+AT,,B,=,@EQUIL El Coloso Salvaje y nan.,"@ZK_A, @ZK_C, @ZK_B","@ZK_B, @ZK_A, @ZK_D",El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,nan @ZB_ACT y nan @ZR_DEF y nan @ZD_TEC,
PNT+PT+ANT,El Coloso Salvaje,ANT+PT+AT,El Incursor,B,=,@EQUIL El Coloso Salvaje y El Incursor.,"@ZK_A, @ZK_C, @ZK_B","@ZK_B, @ZK_C, @ZK_D",El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,El Incursor @ZB_ACT y El Incursor @ZC_PREC y El Incursor @ZD_TEC,
PNT+PT+ANT,El Coloso Salvaje,AT+ANT+PNT,El Inquebrantable,A,=,@EQUIL El Coloso Salvaje y El Inquebrantable.,"@ZK_A, @ZK_C, @ZK_B","@ZK_D, @ZK_B, @ZK_A",El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,El Inquebrantable @ZD_TEC y El Inquebrantable @ZB_ACT y El Inquebrantable @ZR_DEF,
PNT+PT+ANT,El Coloso Salvaje,AT+ANT+PT,El Arquitecto del Caos,A,=,@EQUIL El Coloso Salvaje y El Arquitecto del Caos.,"@ZK_A, @ZK_C, @ZK_B","@ZK_D, @ZK_B, @ZK_C",El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,
PNT+PT+ANT,El Coloso Salvaje,AT+PNT+ANT,El León Técnico,A,=,@EQUIL El Coloso Salvaje y El León Técnico.,"@ZK_A, @ZK_C, @ZK_B","@ZK_D, @ZK_A, @ZK_B",El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,El León Técnico @ZD_TEC y El León Técnico @ZR_DEF y El León Técnico @ZB_ACT,
PNT+PT+ANT,El Coloso Salvaje,AT+PNT+PT,El Guerrero del Muro,A,VL,@VENT_LIG El Coloso Salvaje.,"@ZK_A, @ZK_C, @ZK_B","@ZK_D, @ZK_A, @ZK_C",El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,El Guerrero del Muro @ZD_TEC y El Guerrero del Muro @ZR_DEF y El Guerrero del Muro @ZC_PREC,
PNT+PT+ANT,El Coloso Salvaje,AT+PT+ANT,El Alquimista del Ritmo,A,=,@EQUIL El Coloso Salvaje y El Alquimista del Ritmo.,"@ZK_A, @ZK_C, @ZK_B","@ZK_D, @ZK_C, @ZK_B",El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,El Alquimista del Ritmo @ZD_TEC y El Alquimista del Ritmo @ZC_PREC y El Alquimista del Ritmo @ZB_ACT,
PNT+PT+ANT,El Coloso Salvaje,AT+PT+PNT,El Sabio de Hierro,A,VL,@VENT_LIG El Coloso Salvaje.,"@ZK_A, @ZK_C, @ZK_B","@ZK_D, @ZK_C, @ZK_A",El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,El Sabio de Hierro @ZD_TEC y El Sabio de Hierro @ZC_PREC y El Sabio de Hierro @ZR_DEF,
PNT+PT+ANT,El Coloso Salvaje,PNT+ANT+AT,El Fénix del Caos,B,=,@EQUIL El Coloso Salvaje y El Fénix del Caos.,"@ZK_A, @ZK_C, @ZK_B","@ZK_A, @ZK_B, @ZK_D",El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,El Fénix del Caos @ZR_DEF y El Fénix del Caos @ZB_ACT y El Fénix del Caos @ZD_TEC,
PNT+PT+ANT,El Coloso Salvaje,PNT+AT+ANT,El Legionario,A,=,@EQUIL El Coloso Salvaje y El Legionario.,"@ZK_A, @ZK_C, @ZK_B","@ZK_A, @ZK_D, @ZK_B",El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,El Legionario @ZR_DEF y El Legionario @ZD_TEC y El Legionario @ZB_ACT,
PNT+PT+ANT,El Coloso Salvaje,PNT+AT+PT,El Centinela de Acero,A,=,@EQUIL El Coloso Salvaje y El Centinela de Acero.,"@ZK_A, @ZK_C, @ZK_B","@ZK_A, @ZK_D, @ZK_C",El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,El Centinela de Acero @ZR_DEF y El Centinela de Acero @ZD_TEC y El Centinela de Acero @ZC_PREC,
PNT+PT+ANT,El Coloso Salvaje,PNT+PT+AT,El Bastión del Ritmo,A,=,@EQUIL El Coloso Salvaje y El Bastión del Ritmo.,"@ZK_A, @ZK_C, @ZK_B","@ZK_A, @ZK_C, @ZK_D",El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,El Bastión del Ritmo @ZR_DEF y El Bastión del Ritmo @ZC_PREC y El Bastión del Ritmo @ZD_TEC,
PNT+PT+ANT,El Coloso Salvaje,PT+ANT+AT,El Constructor del Combate,A,=,@EQUIL El Coloso Salvaje y El Constructor del Combate.,"@ZK_A, @ZK_C, @ZK_B","@ZK_C, @ZK_B, @ZK_D",El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,El Constructor del Combate @ZC_PREC y El Constructor del Combate @ZB_ACT y El Constructor del Combate @ZD_TEC,
PNT+PT+ANT,El Coloso Salvaje,PT+AT+ANT,El Estrangulador Táctico,A,=,@EQUIL El Coloso Salvaje y El Estrangulador Táctico.,"@ZK_A, @ZK_C, @ZK_B","@ZK_C, @ZK_D, @ZK_B",El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,El Estrangulador Táctico @ZC_PREC y El Estrangulador Táctico @ZD_TEC y El Estrangulador Táctico @ZB_ACT,
PNT+PT+ANT,El Coloso Salvaje,PT+AT+PNT,El Táctico Blindado,A,VL,@VENT_LIG El Coloso Salvaje.,"@ZK_A, @ZK_C, @ZK_B","@ZK_C, @ZK_D, @ZK_A",El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,El Táctico Blindado @ZC_PREC y El Táctico Blindado @ZD_TEC y El Táctico Blindado @ZR_DEF,
PNT+PT+ANT,El Coloso Salvaje,PT+PNT+AT,El Monje de la Jaula,A,VL,@VENT_LIG El Coloso Salvaje.,"@ZK_A, @ZK_C, @ZK_B","@ZK_C, @ZK_A, @ZK_D",El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,El Monje de la Jaula @ZC_PREC y El Monje de la Jaula @ZR_DEF y El Monje de la Jaula @ZD_TEC,
PNT+PT+ANT,El Coloso Salvaje,ANT+PNT+PT,El Ciclón Imparable,B,=,@EQUIL El Coloso Salvaje y El Ciclón Imparable.,"@ZK_A, @ZK_C, @ZK_B","@ZK_B, @ZK_A, @ZK_C",El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,El Ciclón Imparable @ZB_ACT y El Ciclón Imparable @ZR_DEF y El Ciclón Imparable @ZC_PREC,
PNT+PT+ANT,El Coloso Salvaje,ANT+PT+PNT,El Gladiador Salvaje,B,=,@EQUIL El Coloso Salvaje y El Gladiador Salvaje.,"@ZK_A, @ZK_C, @ZK_B","@ZK_B, @ZK_C, @ZK_A",El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,El Gladiador Salvaje @ZB_ACT y El Gladiador Salvaje @ZC_PREC y El Gladiador Salvaje @ZR_DEF,
PNT+PT+ANT,El Coloso Salvaje,PNT+ANT+PT,El Martillo de Hierro,B,=,@EQUIL El Coloso Salvaje y El Martillo de Hierro.,"@ZK_A, @ZK_C, @ZK_B","@ZK_A, @ZK_B, @ZK_C",El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,El Martillo de Hierro @ZR_DEF y El Martillo de Hierro @ZB_ACT y El Martillo de Hierro @ZC_PREC,
