Tipo_Encuentro,Codigo_A,Apodo_A,Score_AT_A,Score_ANT_A,Score_PT_A,Score_PNT_A,Codigo_B,Apodo_B,Score_AT_B,Score_ANT_B,Score_PT_B,Score_PNT_B,Delta_BASE_ponderado,Dominante,Intensidad,Prediccion_Breve,Zona_Clave,Tactica_A,Tactica_B,Descripcion_Choque
Triple vs Dual,PT+ANT+PNT,El Bárbaro del Octágono,0.0,0.3,0.5,0.2,ANT+PT,El Castigador,0.0,0.6,0.4,0.0,-0.044,B,Ventaja ligera B,Ligera ventaja para El Castigador.,"Claves en Zona de control, Zona de búsqueda, Zona de acción vs Zona de búsqueda, Zona de control",El Bárbaro del Octágono esperará en zona de control con precisión y El Bárbaro del Octágono presionará desde la zona de búsqueda con actividad y El Bárbaro del Octágono se mantendrá defensivo en zona retrasada,El Castigador presionará desde la zona de búsqueda con actividad y El Castigador esperará en zona de control con precisión,"Choque entre El Bárbaro del Octágono y El Castigador, donde el bárbaro del octágono esperará en zona de control con precisión y el bárbaro del octágono presionará desde la zona de búsqueda con actividad y el bárbaro del octágono se mantendrá defensivo en zona retrasada mientras el castigador presionará desde la zona de búsqueda con actividad y el castigador esperará en zona de control con precisión."
Triple vs Dual,PT+ANT+PNT,El Bárbaro del Octágono,0.0,0.3,0.5,0.2,PNT+ANT,El Feral,0.0,0.4,0.0,0.6,-0.045,B,Ventaja ligera B,Ligera ventaja para El Feral.,"Claves en Zona de control, Zona de búsqueda, Zona de acción vs Zona de acción, Zona de búsqueda",El Bárbaro del Octágono esperará en zona de control con precisión y El Bárbaro del Octágono presionará desde la zona de búsqueda con actividad y El Bárbaro del Octágono se mantendrá defensivo en zona retrasada,El Feral se mantendrá defensivo en zona retrasada y El Feral presionará desde la zona de búsqueda con actividad,"Choque entre El Bárbaro del Octágono y El Feral, donde el bárbaro del octágono esperará en zona de control con precisión y el bárbaro del octágono presionará desde la zona de búsqueda con actividad y el bárbaro del octágono se mantendrá defensivo en zona retrasada mientras el feral se mantendrá defensivo en zona retrasada y el feral presionará desde la zona de búsqueda con actividad."
Triple vs Dual,PT+ANT+PNT,El Bárbaro del Octágono,0.0,0.3,0.5,0.2,PT+ANT,El Demoledor Silencioso,0.0,0.4,0.6,0.0,-0.006,B,Parejo,Combate equilibrado entre El Bárbaro del Octágono y El Demoledor Silencioso.,"Claves en Zona de control, Zona de búsqueda, Zona de acción vs Zona de control, Zona de búsqueda",El Bárbaro del Octágono esperará en zona de control con precisión y El Bárbaro del Octágono presionará desde la zona de búsqueda con actividad y El Bárbaro del Octágono se mantendrá defensivo en zona retrasada,El Demoledor Silencioso esperará en zona de control con precisión y El Demoledor Silencioso presionará desde la zona de búsqueda con actividad,"Choque entre El Bárbaro del Octágono y El Demoledor Silencioso, donde el bárbaro del octágono esperará en zona de control con precisión y el bárbaro del octágono presionará desde la zona de búsqueda con actividad y el bárbaro del octágono se mantendrá defensivo en zona retrasada mientras el demoledor silencioso esperará en zona de control con precisión y el demoledor silencioso presionará desde la zona de búsqueda con actividad."
Triple vs Dual,PT+ANT+PNT,El Bárbaro del Octágono,0.0,0.3,0.5,0.2,PNT+PT,El Ancla,0.0,0.0,0.4,0.6,0.031,A,Parejo,Combate equilibrado entre El Bárbaro del Octágono y El Ancla.,"Claves en Zona de control, Zona de búsqueda, Zona de acción vs Zona de acción, Zona de control",El Bárbaro del Octágono esperará en zona de control con precisión y El Bárbaro del Octágono presionará desde la zona de búsqueda con actividad y El Bárbaro del Octágono se mantendrá defensivo en zona retrasada,El Ancla se mantendrá defensivo en zona retrasada y El Ancla esperará en zona de control con precisión,"Choque entre El Bárbaro del Octágono y El Ancla, donde el bárbaro del octágono esperará en zona de control con precisión y el bárbaro del octágono presionará desde la zona de búsqueda con actividad y el bárbaro del octágono se mantendrá defensivo en zona retrasada mientras el ancla se mantendrá defensivo en zona retrasada y el ancla esperará en zona de control con precisión."
Triple vs Dual,PT+ANT+PNT,El Bárbaro del Octágono,0.0,0.3,0.5,0.2,PT+PNT,La Muralla,0.0,0.0,0.6,0.4,0.044,A,Ventaja ligera A,Ligera ventaja para El Bárbaro del Octágono.,"Claves en Zona de control, Zona de búsqueda, Zona de acción vs Zona de control, Zona de acción",El Bárbaro del Octágono esperará en zona de control con precisión y El Bárbaro del Octágono presionará desde la zona de búsqueda con actividad y El Bárbaro del Octágono se mantendrá defensivo en zona retrasada,La Muralla esperará en zona de control con precisión y La Muralla se mantendrá defensivo en zona retrasada,"Choque entre El Bárbaro del Octágono y La Muralla, donde el bárbaro del octágono esperará en zona de control con precisión y el bárbaro del octágono presionará desde la zona de búsqueda con actividad y el bárbaro del octágono se mantendrá defensivo en zona retrasada mientras la muralla esperará en zona de control con precisión y la muralla se mantendrá defensivo en zona retrasada."
Triple vs Triple,PT+ANT+PNT,El Bárbaro del Octágono,0.0,0.3,0.5,0.2,ANT+AT+PNT,El Coloso del Centro,0.3,0.5,0.0,0.2,-0.058,B,Ventaja ligera B,Ligera ventaja para El Coloso del Centro.,"Claves en Zona de control, Zona de búsqueda, Zona de acción vs Zona de búsqueda, Zona de decisión, Zona de acción",El Bárbaro del Octágono esperará en zona de control con precisión y El Bárbaro del Octágono presionará desde la zona de búsqueda con actividad y El Bárbaro del Octágono se mantendrá defensivo en zona retrasada,El Coloso del Centro presionará desde la zona de búsqueda con actividad y El Coloso del Centro buscará imponer técnica en zona de decisión y El Coloso del Centro se mantendrá defensivo en zona retrasada,"Choque entre El Bárbaro del Octágono y El Coloso del Centro, donde el bárbaro del octágono esperará en zona de control con precisión y el bárbaro del octágono presionará desde la zona de búsqueda con actividad y el bárbaro del octágono se mantendrá defensivo en zona retrasada mientras el coloso del centro presionará desde la zona de búsqueda con actividad y el coloso del centro buscará imponer técnica en zona de decisión y el coloso del centro se mantendrá defensivo en zona retrasada."
Triple vs Triple,PT+ANT+PNT,El Bárbaro del Octágono,0.0,0.3,0.5,0.2,ANT+AT+PT,El Estratega Salvaje,0.3,0.5,0.2,0.0,-0.044,B,Ventaja ligera B,Ligera ventaja para El Estratega Salvaje.,"Claves en Zona de control, Zona de búsqueda, Zona de acción vs Zona de búsqueda, Zona de decisión, Zona de control",El Bárbaro del Octágono esperará en zona de control con precisión y El Bárbaro del Octágono presionará desde la zona de búsqueda con actividad y El Bárbaro del Octágono se mantendrá defensivo en zona retrasada,El Estratega Salvaje presionará desde la zona de búsqueda con actividad y El Estratega Salvaje buscará imponer técnica en zona de decisión y El Estratega Salvaje esperará en zona de control con precisión,"Choque entre El Bárbaro del Octágono y El Estratega Salvaje, donde el bárbaro del octágono esperará en zona de control con precisión y el bárbaro del octágono presionará desde la zona de búsqueda con actividad y el bárbaro del octágono se mantendrá defensivo en zona retrasada mientras el estratega salvaje presionará desde la zona de búsqueda con actividad y el estratega salvaje buscará imponer técnica en zona de decisión y el estratega salvaje esperará en zona de control con precisión."
Triple vs Triple,PT+ANT+PNT,El Bárbaro del Octágono,0.0,0.3,0.5,0.2,ANT+PNT+AT,,0.2,0.5,0.0,0.3,-0.058,B,Ventaja ligera B,Ligera ventaja para nan.,"Claves en Zona de control, Zona de búsqueda, Zona de acción vs Zona de búsqueda, Zona de acción, Zona de decisión",El Bárbaro del Octágono esperará en zona de control con precisión y El Bárbaro del Octágono presionará desde la zona de búsqueda con actividad y El Bárbaro del Octágono se mantendrá defensivo en zona retrasada,nan presionará desde la zona de búsqueda con actividad y nan se mantendrá defensivo en zona retrasada y nan buscará imponer técnica en zona de decisión,"Choque entre El Bárbaro del Octágono y nan, donde el bárbaro del octágono esperará en zona de control con precisión y el bárbaro del octágono presionará desde la zona de búsqueda con actividad y el bárbaro del octágono se mantendrá defensivo en zona retrasada mientras nan presionará desde la zona de búsqueda con actividad y nan se mantendrá defensivo en zona retrasada y nan buscará imponer técnica en zona de decisión."
Triple vs Triple,PT+ANT+PNT,El Bárbaro del Octágono,0.0,0.3,0.5,0.2,ANT+PT+AT,El Incursor,0.2,0.5,0.3,0.0,-0.038,B,Parejo,Combate equilibrado entre El Bárbaro del Octágono y El Incursor.,"Claves en Zona de control, Zona de búsqueda, Zona de acción vs Zona de búsqueda, Zona de control, Zona de decisión",El Bárbaro del Octágono esperará en zona de control con precisión y El Bárbaro del Octágono presionará desde la zona de búsqueda con actividad y El Bárbaro del Octágono se mantendrá defensivo en zona retrasada,El Incursor presionará desde la zona de búsqueda con actividad y El Incursor esperará en zona de control con precisión y El Incursor buscará imponer técnica en zona de decisión,"Choque entre El Bárbaro del Octágono y El Incursor, donde el bárbaro del octágono esperará en zona de control con precisión y el bárbaro del octágono presionará desde la zona de búsqueda con actividad y el bárbaro del octágono se mantendrá defensivo en zona retrasada mientras el incursor presionará desde la zona de búsqueda con actividad y el incursor esperará en zona de control con precisión y el incursor buscará imponer técnica en zona de decisión."
Triple vs Triple,PT+ANT+PNT,El Bárbaro del Octágono,0.0,0.3,0.5,0.2,AT+ANT+PNT,El Inquebrantable,0.5,0.3,0.0,0.2,-0.032,B,Parejo,Combate equilibrado entre El Bárbaro del Octágono y El Inquebrantable.,"Claves en Zona de control, Zona de búsqueda, Zona de acción vs Zona de decisión, Zona de búsqueda, Zona de acción",El Bárbaro del Octágono esperará en zona de control con precisión y El Bárbaro del Octágono presionará desde la zona de búsqueda con actividad y El Bárbaro del Octágono se mantendrá defensivo en zona retrasada,El Inquebrantable buscará imponer técnica en zona de decisión y El Inquebrantable presionará desde la zona de búsqueda con actividad y El Inquebrantable se mantendrá defensivo en zona retrasada,"Choque entre El Bárbaro del Octágono y El Inquebrantable, donde el bárbaro del octágono esperará en zona de control con precisión y el bárbaro del octágono presionará desde la zona de búsqueda con actividad y el bárbaro del octágono se mantendrá defensivo en zona retrasada mientras el inquebrantable buscará imponer técnica en zona de decisión y el inquebrantable presionará desde la zona de búsqueda con actividad y el inquebrantable se mantendrá defensivo en zona retrasada."
Triple vs Triple,PT+ANT+PNT,El Bárbaro del Octágono,0.0,0.3,0.5,0.2,AT+ANT+PT,El Arquitecto del Caos,0.5,0.3,0.2,0.0,-0.019,B,Parejo,Combate equilibrado entre El Bárbaro del Octágono y El Arquitecto del Caos.,"Claves en Zona de control, Zona de búsqueda, Zona de acción vs Zona de decisión, Zona de búsqueda, Zona de control",El Bárbaro del Octágono esperará en zona de control con precisión y El Bárbaro del Octágono presionará desde la zona de búsqueda con actividad y El Bárbaro del Octágono se mantendrá defensivo en zona retrasada,El Arquitecto del Caos buscará imponer técnica en zona de decisión y El Arquitecto del Caos presionará desde la zona de búsqueda con actividad y El Arquitecto del Caos esperará en zona de control con precisión,"Choque entre El Bárbaro del Octágono y El Arquitecto del Caos, donde el bárbaro del octágono esperará en zona de control con precisión y el bárbaro del octágono presionará desde la zona de búsqueda con actividad y el bárbaro del octágono se mantendrá defensivo en zona retrasada mientras el arquitecto del caos buscará imponer técnica en zona de decisión y el arquitecto del caos presionará desde la zona de búsqueda con actividad y el arquitecto del caos esperará en zona de control con precisión."
Triple vs Triple,PT+ANT+PNT,El Bárbaro del Octágono,0.0,0.3,0.5,0.2,AT+PNT+ANT,El León Técnico,0.5,0.2,0.0,0.3,-0.02,B,Parejo,Combate equilibrado entre El Bárbaro del Octágono y El León Técnico.,"Claves en Zona de control, Zona de búsqueda, Zona de acción vs Zona de decisión, Zona de acción, Zona de búsqueda",El Bárbaro del Octágono esperará en zona de control con precisión y El Bárbaro del Octágono presionará desde la zona de búsqueda con actividad y El Bárbaro del Octágono se mantendrá defensivo en zona retrasada,El León Técnico buscará imponer técnica en zona de decisión y El León Técnico se mantendrá defensivo en zona retrasada y El León Técnico presionará desde la zona de búsqueda con actividad,"Choque entre El Bárbaro del Octágono y El León Técnico, donde el bárbaro del octágono esperará en zona de control con precisión y el bárbaro del octágono presionará desde la zona de búsqueda con actividad y el bárbaro del octágono se mantendrá defensivo en zona retrasada mientras el león técnico buscará imponer técnica en zona de decisión y el león técnico se mantendrá defensivo en zona retrasada y el león técnico presionará desde la zona de búsqueda con actividad."
Triple vs Triple,PT+ANT+PNT,El Bárbaro del Octágono,0.0,0.3,0.5,0.2,AT+PNT+PT,El Guerrero del Muro,0.5,0.0,0.2,0.3,0.018,A,Parejo,Combate equilibrado entre El Bárbaro del Octágono y El Guerrero del Muro.,"Claves en Zona de control, Zona de búsqueda, Zona de acción vs Zona de decisión, Zona de acción, Zona de control",El Bárbaro del Octágono esperará en zona de control con precisión y El Bárbaro del Octágono presionará desde la zona de búsqueda con actividad y El Bárbaro del Octágono se mantendrá defensivo en zona retrasada,El Guerrero del Muro buscará imponer técnica en zona de decisión y El Guerrero del Muro se mantendrá defensivo en zona retrasada y El Guerrero del Muro esperará en zona de control con precisión,"Choque entre El Bárbaro del Octágono y El Guerrero del Muro, donde el bárbaro del octágono esperará en zona de control con precisión y el bárbaro del octágono presionará desde la zona de búsqueda con actividad y el bárbaro del octágono se mantendrá defensivo en zona retrasada mientras el guerrero del muro buscará imponer técnica en zona de decisión y el guerrero del muro se mantendrá defensivo en zona retrasada y el guerrero del muro esperará en zona de control con precisión."
Triple vs Triple,PT+ANT+PNT,El Bárbaro del Octágono,0.0,0.3,0.5,0.2,AT+PT+ANT,El Alquimista del Ritmo,0.5,0.2,0.3,0.0,-0.001,B,Parejo,Combate equilibrado entre El Bárbaro del Octágono y El Alquimista del Ritmo.,"Claves en Zona de control, Zona de búsqueda, Zona de acción vs Zona de decisión, Zona de control, Zona de búsqueda",El Bárbaro del Octágono esperará en zona de control con precisión y El Bárbaro del Octágono presionará desde la zona de búsqueda con actividad y El Bárbaro del Octágono se mantendrá defensivo en zona retrasada,El Alquimista del Ritmo buscará imponer técnica en zona de decisión y El Alquimista del Ritmo esperará en zona de control con precisión y El Alquimista del Ritmo presionará desde la zona de búsqueda con actividad,"Choque entre El Bárbaro del Octágono y El Alquimista del Ritmo, donde el bárbaro del octágono esperará en zona de control con precisión y el bárbaro del octágono presionará desde la zona de búsqueda con actividad y el bárbaro del octágono se mantendrá defensivo en zona retrasada mientras el alquimista del ritmo buscará imponer técnica en zona de decisión y el alquimista del ritmo esperará en zona de control con precisión y el alquimista del ritmo presionará desde la zona de búsqueda con actividad."
Triple vs Triple,PT+ANT+PNT,El Bárbaro del Octágono,0.0,0.3,0.5,0.2,AT+PT+PNT,El Sabio de Hierro,0.5,0.0,0.3,0.2,0.024,A,Parejo,Combate equilibrado entre El Bárbaro del Octágono y El Sabio de Hierro.,"Claves en Zona de control, Zona de búsqueda, Zona de acción vs Zona de decisión, Zona de control, Zona de acción",El Bárbaro del Octágono esperará en zona de control con precisión y El Bárbaro del Octágono presionará desde la zona de búsqueda con actividad y El Bárbaro del Octágono se mantendrá defensivo en zona retrasada,El Sabio de Hierro buscará imponer técnica en zona de decisión y El Sabio de Hierro esperará en zona de control con precisión y El Sabio de Hierro se mantendrá defensivo en zona retrasada,"Choque entre El Bárbaro del Octágono y El Sabio de Hierro, donde el bárbaro del octágono esperará en zona de control con precisión y el bárbaro del octágono presionará desde la zona de búsqueda con actividad y el bárbaro del octágono se mantendrá defensivo en zona retrasada mientras el sabio de hierro buscará imponer técnica en zona de decisión y el sabio de hierro esperará en zona de control con precisión y el sabio de hierro se mantendrá defensivo en zona retrasada."
Triple vs Triple,PT+ANT+PNT,El Bárbaro del Octágono,0.0,0.3,0.5,0.2,PNT+ANT+AT,El Fénix del Caos,0.2,0.3,0.0,0.5,-0.032,B,Parejo,Combate equilibrado entre El Bárbaro del Octágono y El Fénix del Caos.,"Claves en Zona de control, Zona de búsqueda, Zona de acción vs Zona de acción, Zona de búsqueda, Zona de decisión",El Bárbaro del Octágono esperará en zona de control con precisión y El Bárbaro del Octágono presionará desde la zona de búsqueda con actividad y El Bárbaro del Octágono se mantendrá defensivo en zona retrasada,El Fénix del Caos se mantendrá defensivo en zona retrasada y El Fénix del Caos presionará desde la zona de búsqueda con actividad y El Fénix del Caos buscará imponer técnica en zona de decisión,"Choque entre El Bárbaro del Octágono y El Fénix del Caos, donde el bárbaro del octágono esperará en zona de control con precisión y el bárbaro del octágono presionará desde la zona de búsqueda con actividad y el bárbaro del octágono se mantendrá defensivo en zona retrasada mientras el fénix del caos se mantendrá defensivo en zona retrasada y el fénix del caos presionará desde la zona de búsqueda con actividad y el fénix del caos buscará imponer técnica en zona de decisión."
Triple vs Triple,PT+ANT+PNT,El Bárbaro del Octágono,0.0,0.3,0.5,0.2,PNT+AT+ANT,El Legionario,0.3,0.2,0.0,0.5,-0.02,B,Parejo,Combate equilibrado entre El Bárbaro del Octágono y El Legionario.,"Claves en Zona de control, Zona de búsqueda, Zona de acción vs Zona de acción, Zona de decisión, Zona de búsqueda",El Bárbaro del Octágono esperará en zona de control con precisión y El Bárbaro del Octágono presionará desde la zona de búsqueda con actividad y El Bárbaro del Octágono se mantendrá defensivo en zona retrasada,El Legionario se mantendrá defensivo en zona retrasada y El Legionario buscará imponer técnica en zona de decisión y El Legionario presionará desde la zona de búsqueda con actividad,"Choque entre El Bárbaro del Octágono y El Legionario, donde el bárbaro del octágono esperará en zona de control con precisión y el bárbaro del octágono presionará desde la zona de búsqueda con actividad y el bárbaro del octágono se mantendrá defensivo en zona retrasada mientras el legionario se mantendrá defensivo en zona retrasada y el legionario buscará imponer técnica en zona de decisión y el legionario presionará desde la zona de búsqueda con actividad."
Triple vs Triple,PT+ANT+PNT,El Bárbaro del Octágono,0.0,0.3,0.5,0.2,PNT+AT+PT,El Centinela de Acero,0.3,0.0,0.2,0.5,0.018,A,Parejo,Combate equilibrado entre El Bárbaro del Octágono y El Centinela de Acero.,"Claves en Zona de control, Zona de búsqueda, Zona de acción vs Zona de acción, Zona de decisión, Zona de control",El Bárbaro del Octágono esperará en zona de control con precisión y El Bárbaro del Octágono presionará desde la zona de búsqueda con actividad y El Bárbaro del Octágono se mantendrá defensivo en zona retrasada,El Centinela de Acero se mantendrá defensivo en zona retrasada y El Centinela de Acero buscará imponer técnica en zona de decisión y El Centinela de Acero esperará en zona de control con precisión,"Choque entre El Bárbaro del Octágono y El Centinela de Acero, donde el bárbaro del octágono esperará en zona de control con precisión y el bárbaro del octágono presionará desde la zona de búsqueda con actividad y el bárbaro del octágono se mantendrá defensivo en zona retrasada mientras el centinela de acero se mantendrá defensivo en zona retrasada y el centinela de acero buscará imponer técnica en zona de decisión y el centinela de acero esperará en zona de control con precisión."
Triple vs Triple,PT+ANT+PNT,El Bárbaro del Octágono,0.0,0.3,0.5,0.2,PNT+PT+AT,El Bastión del Ritmo,0.2,0.0,0.3,0.5,0.024,A,Parejo,Combate equilibrado entre El Bárbaro del Octágono y El Bastión del Ritmo.,"Claves en Zona de control, Zona de búsqueda, Zona de acción vs Zona de acción, Zona de control, Zona de decisión",El Bárbaro del Octágono esperará en zona de control con precisión y El Bárbaro del Octágono presionará desde la zona de búsqueda con actividad y El Bárbaro del Octágono se mantendrá defensivo en zona retrasada,El Bastión del Ritmo se mantendrá defensivo en zona retrasada y El Bastión del Ritmo esperará en zona de control con precisión y El Bastión del Ritmo buscará imponer técnica en zona de decisión,"Choque entre El Bárbaro del Octágono y El Bastión del Ritmo, donde el bárbaro del octágono esperará en zona de control con precisión y el bárbaro del octágono presionará desde la zona de búsqueda con actividad y el bárbaro del octágono se mantendrá defensivo en zona retrasada mientras el bastión del ritmo se mantendrá defensivo en zona retrasada y el bastión del ritmo esperará en zona de control con precisión y el bastión del ritmo buscará imponer técnica en zona de decisión."
Triple vs Triple,PT+ANT+PNT,El Bárbaro del Octágono,0.0,0.3,0.5,0.2,PT+ANT+AT,El Constructor del Combate,0.2,0.3,0.5,0.0,0.0,Parejo,Parejo,Combate equilibrado entre El Bárbaro del Octágono y El Constructor del Combate.,"Claves en Zona de control, Zona de búsqueda, Zona de acción vs Zona de control, Zona de búsqueda, Zona de decisión",El Bárbaro del Octágono esperará en zona de control con precisión y El Bárbaro del Octágono presionará desde la zona de búsqueda con actividad y El Bárbaro del Octágono se mantendrá defensivo en zona retrasada,El Constructor del Combate esperará en zona de control con precisión y El Constructor del Combate presionará desde la zona de búsqueda con actividad y El Constructor del Combate buscará imponer técnica en zona de decisión,"Choque entre El Bárbaro del Octágono y El Constructor del Combate, donde el bárbaro del octágono esperará en zona de control con precisión y el bárbaro del octágono presionará desde la zona de búsqueda con actividad y el bárbaro del octágono se mantendrá defensivo en zona retrasada mientras el constructor del combate esperará en zona de control con precisión y el constructor del combate presionará desde la zona de búsqueda con actividad y el constructor del combate buscará imponer técnica en zona de decisión."
Triple vs Triple,PT+ANT+PNT,El Bárbaro del Octágono,0.0,0.3,0.5,0.2,PT+AT+ANT,El Estrangulador Táctico,0.3,0.2,0.5,0.0,0.012,A,Parejo,Combate equilibrado entre El Bárbaro del Octágono y El Estrangulador Táctico.,"Claves en Zona de control, Zona de búsqueda, Zona de acción vs Zona de control, Zona de decisión, Zona de búsqueda",El Bárbaro del Octágono esperará en zona de control con precisión y El Bárbaro del Octágono presionará desde la zona de búsqueda con actividad y El Bárbaro del Octágono se mantendrá defensivo en zona retrasada,El Estrangulador Táctico esperará en zona de control con precisión y El Estrangulador Táctico buscará imponer técnica en zona de decisión y El Estrangulador Táctico presionará desde la zona de búsqueda con actividad,"Choque entre El Bárbaro del Octágono y El Estrangulador Táctico, donde el bárbaro del octágono esperará en zona de control con precisión y el bárbaro del octágono presionará desde la zona de búsqueda con actividad y el bárbaro del octágono se mantendrá defensivo en zona retrasada mientras el estrangulador táctico esperará en zona de control con precisión y el estrangulador táctico buscará imponer técnica en zona de decisión y el estrangulador táctico presionará desde la zona de búsqueda con actividad."
Triple vs Triple,PT+ANT+PNT,El Bárbaro del Octágono,0.0,0.3,0.5,0.2,PT+AT+PNT,El Táctico Blindado,0.3,0.0,0.5,0.2,0.038,A,Parejo,Combate equilibrado entre El Bárbaro del Octágono y El Táctico Blindado.,"Claves en Zona de control, Zona de búsqueda, Zona de acción vs Zona de control, Zona de decisión, Zona de acción",El Bárbaro del Octágono esperará en zona de control con precisión y El Bárbaro del Octágono presionará desde la zona de búsqueda con actividad y El Bárbaro del Octágono se mantendrá defensivo en zona retrasada,El Táctico Blindado esperará en zona de control con precisión y El Táctico Blindado buscará imponer técnica en zona de decisión y El Táctico Blindado se mantendrá defensivo en zona retrasada,"Choque entre El Bárbaro del Octágono y El Táctico Blindado, donde el bárbaro del octágono esperará en zona de control con precisión y el bárbaro del octágono presionará desde la zona de búsqueda con actividad y el bárbaro del octágono se mantendrá defensivo en zona retrasada mientras el táctico blindado esperará en zona de control con precisión y el táctico blindado buscará imponer técnica en zona de decisión y el táctico blindado se mantendrá defensivo en zona retrasada."
Triple vs Triple,PT+ANT+PNT,El Bárbaro del Octágono,0.0,0.3,0.5,0.2,PT+PNT+AT,El Monje de la Jaula,0.2,0.0,0.5,0.3,0.038,A,Parejo,Combate equilibrado entre El Bárbaro del Octágono y El Monje de la Jaula.,"Claves en Zona de control, Zona de búsqueda, Zona de acción vs Zona de control, Zona de acción, Zona de decisión",El Bárbaro del Octágono esperará en zona de control con precisión y El Bárbaro del Octágono presionará desde la zona de búsqueda con actividad y El Bárbaro del Octágono se mantendrá defensivo en zona retrasada,El Monje de la Jaula esperará en zona de control con precisión y El Monje de la Jaula se mantendrá defensivo en zona retrasada y El Monje de la Jaula buscará imponer técnica en zona de decisión,"Choque entre El Bárbaro del Octágono y El Monje de la Jaula, donde el bárbaro del octágono esperará en zona de control con precisión y el bárbaro del octágono presionará desde la zona de búsqueda con actividad y el bárbaro del octágono se mantendrá defensivo en zona retrasada mientras el monje de la jaula esperará en zona de control con precisión y el monje de la jaula se mantendrá defensivo en zona retrasada y el monje de la jaula buscará imponer técnica en zona de decisión."
Triple vs Triple,PT+ANT+PNT,El Bárbaro del Octágono,0.0,0.3,0.5,0.2,ANT+PNT+PT,El Ciclón Imparable,0.0,0.5,0.2,0.3,-0.045,B,Ventaja ligera B,Ligera ventaja para El Ciclón Imparable.,"Claves en Zona de control, Zona de búsqueda, Zona de acción vs Zona de búsqueda, Zona de acción, Zona de control",El Bárbaro del Octágono esperará en zona de control con precisión y El Bárbaro del Octágono presionará desde la zona de búsqueda con actividad y El Bárbaro del Octágono se mantendrá defensivo en zona retrasada,El Ciclón Imparable presionará desde la zona de búsqueda con actividad y El Ciclón Imparable se mantendrá defensivo en zona retrasada y El Ciclón Imparable esperará en zona de control con precisión,"Choque entre El Bárbaro del Octágono y El Ciclón Imparable, donde el bárbaro del octágono esperará en zona de control con precisión y el bárbaro del octágono presionará desde la zona de búsqueda con actividad y el bárbaro del octágono se mantendrá defensivo en zona retrasada mientras el ciclón imparable presionará desde la zona de búsqueda con actividad y el ciclón imparable se mantendrá defensivo en zona retrasada y el ciclón imparable esperará en zona de control con precisión."
Triple vs Triple,PT+ANT+PNT,El Bárbaro del Octágono,0.0,0.3,0.5,0.2,ANT+PT+PNT,El Gladiador Salvaje,0.0,0.5,0.3,0.2,-0.038,B,Parejo,Combate equilibrado entre El Bárbaro del Octágono y El Gladiador Salvaje.,"Claves en Zona de control, Zona de búsqueda, Zona de acción vs Zona de búsqueda, Zona de control, Zona de acción",El Bárbaro del Octágono esperará en zona de control con precisión y El Bárbaro del Octágono presionará desde la zona de búsqueda con actividad y El Bárbaro del Octágono se mantendrá defensivo en zona retrasada,El Gladiador Salvaje presionará desde la zona de búsqueda con actividad y El Gladiador Salvaje esperará en zona de control con precisión y El Gladiador Salvaje se mantendrá defensivo en zona retrasada,"Choque entre El Bárbaro del Octágono y El Gladiador Salvaje, donde el bárbaro del octágono esperará en zona de control con precisión y el bárbaro del octágono presionará desde la zona de búsqueda con actividad y el bárbaro del octágono se mantendrá defensivo en zona retrasada mientras el gladiador salvaje presionará desde la zona de búsqueda con actividad y el gladiador salvaje esperará en zona de control con precisión y el gladiador salvaje se mantendrá defensivo en zona retrasada."
Triple vs Triple,PT+ANT+PNT,El Bárbaro del Octágono,0.0,0.3,0.5,0.2,PNT+ANT+PT,El Martillo de Hierro,0.0,0.3,0.2,0.5,-0.019,B,Parejo,Combate equilibrado entre El Bárbaro del Octágono y El Martillo de Hierro.,"Claves en Zona de control, Zona de búsqueda, Zona de acción vs Zona de acción, Zona de búsqueda, Zona de control",El Bárbaro del Octágono esperará en zona de control con precisión y El Bárbaro del Octágono presionará desde la zona de búsqueda con actividad y El Bárbaro del Octágono se mantendrá defensivo en zona retrasada,El Martillo de Hierro se mantendrá defensivo en zona retrasada y El Martillo de Hierro presionará desde la zona de búsqueda con actividad y El Martillo de Hierro esperará en zona de control con precisión,"Choque entre El Bárbaro del Octágono y El Martillo de Hierro, donde el bárbaro del octágono esperará en zona de control con precisión y el bárbaro del octágono presionará desde la zona de búsqueda con actividad y el bárbaro del octágono se mantendrá defensivo en zona retrasada mientras el martillo de hierro se mantendrá defensivo en zona retrasada y el martillo de hierro presionará desde la zona de búsqueda con actividad y el martillo de hierro esperará en zona de control con precisión."
